total_games,elo_accuracy,power_v2_accuracy,power_v3_recency_accuracy,elo_brier_score,power_v2_brier_score,power_v3_recency_brier_score
224,0.7142857142857143,0.7410714285714286,0.7455357142857143,0.20472470352257102,0.19468233088925788,0.1949317580003658
