game_date,home_team,away_team,actual_winner,elo_predicted_winner,elo_win_probability,power_v2_predicted_winner,power_v2_win_probability,power_v3_recency_predicted_winner,power_v3_recency_win_probability,elo_correct,power_v2_correct,power_v3_recency_correct
2026-05-11,Connecticut Valley Youth Lacrosse,Meriden 12U,Meriden 12U,Connecticut Valley Youth Lacrosse,0.5384277871519386,Connecticut Valley Youth Lacrosse,0.553987851766535,Connecticut Valley Youth Lacrosse,0.5399337467666702,False,False,False
2026-05-11,Connecticut Valley Youth Lacrosse,West Hartford 12U Green,West Hartford 12U Green,West Hartford 12U Green,0.6137313814272936,West Hartford 12U Green,0.6235058426105893,West Hartford 12U Green,0.6226812917500657,True,True,True
2026-05-11,Connecticut Valley Youth Lacrosse,South Windsor 12U,South Windsor 12U,South Windsor 12U,0.5322668968545148,Connecticut Valley Youth Lacrosse,0.5089966614520217,Connecticut Valley Youth Lacrosse,0.5085135881219077,True,False,False
2026-05-11,Tolland 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5329744546768459,Connecticut Valley Youth Lacrosse,0.6766900895593864,Connecticut Valley Youth Lacrosse,0.6763792310931862,True,True,True
2026-05-11,Minnechaug 12U White,Connecticut Valley Youth Lacrosse,Minnechaug 12U White,Minnechaug 12U White,0.6369023643219779,Minnechaug 12U White,0.6156225521090132,Minnechaug 12U White,0.6108907246355797,True,True,True
2026-05-11,Minnechaug 12U White,East Longmeadow 12U White,Minnechaug 12U White,Minnechaug 12U White,0.6454292959808036,Minnechaug 12U White,0.6617790147167091,Minnechaug 12U White,0.6615266956614532,True,True,True
2026-05-11,Minnechaug 12U,Connecticut Valley Youth Lacrosse,Minnechaug 12U,Minnechaug 12U,0.6810417217275999,Minnechaug 12U,0.6764868640490795,Minnechaug 12U,0.6799635435910008,True,True,True
2026-05-11,Farmington 12U Black,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5130393076325911,Connecticut Valley Youth Lacrosse,0.619978578483027,Connecticut Valley Youth Lacrosse,0.6144053766777398,True,True,True
2026-05-12,Glastonbury 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Glastonbury 12U White,0.5394883256541713,Glastonbury 12U White,0.5328239117400229,Glastonbury 12U White,0.5379191708592735,False,False,False
2026-05-12,West Springfield 12U,Connecticut Valley Youth Lacrosse,West Springfield 12U,West Springfield 12U,0.6013939300267607,West Springfield 12U,0.6231994504658448,West Springfield 12U,0.6282149809898306,True,True,True
