snapshot_date,snapshot_label,team,power_rank,power_rating,elo,offense_strength,defense_strength,sos_rank,momentum_score,last3_win_pct,last5_win_pct,wins,losses,games_played
2026-05-22,Week 7,West Springfield 12U,5.0,2.937765587482959,1619.484965977303,1.4954962055303513,3.091525544346088,45.0,9.75,1.0,1.0,9,0,9
2026-05-22,Week 7,Westfield 12U Black,30.0,-0.06618023591465219,1496.9360452838455,-0.30666900424915994,0.33844203023970054,46.0,-4.5,0.3333333333333333,0.2,3,6,9
2026-05-22,Week 7,Westfield 12U Red,2.0,3.6220109514688428,1640.520717157138,4.423686067302932,3.65559460514052,47.0,13.2,1.0,0.8,9,1,10
2026-05-22,Week 7,Wethersfield 12U A,16.0,0.6983796656569952,1528.1516184799113,2.254939777886738,-0.9580144251898881,48.0,3.5,0.3333333333333333,0.6,4,2,6
2026-05-22,Week 7,Wethersfield 12U B,19.0,0.4301220945011498,1519.604364352318,-0.36176895055589714,0.9614178623893224,49.0,4.7,0.6666666666666666,0.6,5,3,8
2026-05-22,Week 7,Wolcott 12U,7.0,1.8666157446557987,1577.217995967347,1.4088571876683895,1.42941555821031,50.0,7.950000000000001,0.6666666666666666,0.8,9,3,12
2026-05-29,Week 8,Agawam 12U,37.0,-0.9637981037159693,1464.287940054209,0.8799893987578216,-2.664443574919728,1.0,-1.9999999999999998,0.3333333333333333,0.4,5,7,12
2026-05-29,Week 8,Avon 12U,14.0,1.2525891773325724,1537.6350529442964,1.9813913977894557,1.6283123283058076,7.0,6.675,0.6666666666666666,0.75,3,1,4
2026-05-29,Week 8,Avon 12U B,13.0,1.3196291887298237,1556.7028287789042,-0.8817300725886222,3.3099657173661785,2.0,6.150000000000001,1.0,0.8,5,1,6
2026-05-29,Week 8,Belchertown 12U,28.0,-0.06171509831985471,1525.4784852232517,-0.6525827907713615,0.5689256087311254,8.0,5.200000000000001,0.6666666666666666,0.8,7,3,10
2026-05-29,Week 8,Berkshire,16.0,0.6671619703021969,1514.5882548364523,2.9031027416559567,1.1087845455967713,9.0,10.4,1.0,1.0,1,0,1
2026-05-29,Week 8,Berlin 12U A,19.0,0.349153646985465,1520.290043432991,-1.0412075973098067,2.08473055586434,10.0,8.8,0.6666666666666666,0.8,5,5,10
2026-05-29,Week 8,Bristol 12U,42.0,-1.8025485699363542,1406.1796836218325,-2.7945391634610166,-0.3752706852195743,11.0,-7.1,0.0,0.2,3,10,13
2026-05-29,Week 8,Burlington 12U,26.0,0.029253198231642942,1502.2670464434932,1.8855537834157707,-2.4073336695512215,12.0,-7.25,0.0,0.4,5,3,8
2026-05-29,Week 8,Colchester 12U,34.0,-0.42256559358870766,1479.9107840445774,-1.2211648067891792,0.5056821117909409,13.0,-8.65,0.3333333333333333,0.2,3,4,7
2026-05-29,Week 8,Connecticut Valley Youth Lacrosse,27.0,0.00843113582919382,1512.9879993456366,-3.1325014836495884e-06,-7.659971811559663e-07,51.0,3.95,1.0,0.6,210,221,431
2026-05-29,Week 8,East Longmeadow 12U A,38.0,-1.1109978358011696,1450.449432262798,0.24747971979959185,-2.607884158642739,14.0,1.9500000000000002,0.6666666666666666,0.4,5,8,13
2026-05-29,Week 8,East Longmeadow 12U White,40.0,-1.3907481489759272,1444.9282333820247,-1.2041660646360641,-1.1710581538831222,15.0,-8.9,0.0,0.0,1,6,7
2026-05-29,Week 8,Ellington 12U,30.0,-0.15600400190391986,1501.9789462934552,-1.01409665726924,-0.65651611915121,16.0,6.950000000000001,1.0,0.8,4,3,7
2026-05-29,Week 8,Farmington 12U Black,48.0,-2.849989462188793,1408.6629505417054,-0.6366113474809595,-5.582319600365565,17.0,-7.75,0.0,0.2,1,6,7
2026-05-29,Week 8,Farmington 12U Red,22.0,0.21729345281531415,1511.7109581792372,-0.9555665257909439,1.3175838520553755,18.0,2.4,0.3333333333333333,0.6,4,4,8
2026-05-29,Week 8,Glastonbury 12U Blue,36.0,-0.9142609652124172,1433.5440823528654,-2.713611216841189,1.3511352344621093,19.0,-2.7,0.3333333333333333,0.2,2,8,10
2026-05-29,Week 8,Glastonbury 12U White,11.0,1.4479565122178284,1531.4494898306316,3.740889322910171,-1.24807233235333,20.0,4.15,0.6666666666666666,0.6,4,4,8
2026-05-29,Week 8,Granby 12U,41.0,-1.6068385385363317,1437.0273254347283,-1.885731048965031,-1.1710754992090282,21.0,-5.1,0.3333333333333333,0.2,1,6,7
2026-05-29,Week 8,Longmeadow 12U Black,35.0,-0.6800331916927529,1482.0037940812258,0.4191230054804245,-1.5604808907662668,22.0,-5.25,0.3333333333333333,0.4,5,5,10
2026-05-29,Week 8,Longmeadow 12U White,32.0,-0.33283802969780296,1489.5986964417118,-3.0968972583440433,1.108784545596771,23.0,-7.3,0.0,0.0,0,1,1
2026-05-29,Week 8,Meriden 12U,25.0,0.0945909985948733,1495.3848229426658,-1.4328667453838193,1.5793691178704536,24.0,0.2500000000000002,0.6666666666666666,0.4,4,7,11
2026-05-29,Week 8,Middletown 12U,46.0,-2.257001934872847,1401.184870904267,-3.642424430456824,0.14044799720527462,25.0,-6.75,0.0,0.2,1,8,9
2026-05-29,Week 8,Minnechaug 12U,5.0,2.669888180863499,1608.930648439863,4.341995923609233,1.8781181959563977,3.0,10.950000000000001,0.6666666666666666,0.8,9,3,12
2026-05-29,Week 8,Minnechaug 12U White,9.0,1.7168215180536788,1581.8290546418698,-0.23885949585948343,2.8230072383795486,26.0,2.7,0.6666666666666666,0.6,7,3,10
2026-05-29,Week 8,Newington 12U,43.0,-1.9304303093649005,1425.0655985926671,-3.2669994242614933,-0.7026743837044138,27.0,-2.7,0.3333333333333333,0.6,4,7,11
2026-05-29,Week 8,Northampton 12U,45.0,-2.192553037639014,1386.5408390578586,-2.280961230927222,-1.3085762680227884,28.0,-7.6,0.0,0.2,1,10,11
2026-05-29,Week 8,RHAM 12U,4.0,3.5491614933075333,1650.65096680834,3.128304138468182,2.895079189997421,29.0,11.5,1.0,1.0,10,0,10
2026-05-29,Week 8,Simsbury,,,,,,,,,,0,0,0
2026-05-29,Week 8,Simsbury 12U A,49.0,-3.8326427546917685,1347.0022605512265,-1.3372001049152544,-5.768630997832484,30.0,-15.25,0.0,0.0,1,10,11
2026-05-29,Week 8,Simsbury 12U Blue,44.0,-1.9560730477105313,1409.521962278038,-2.386277516745327,-0.5398934578723552,31.0,-7.1,0.3333333333333333,0.2,2,9,11
2026-05-29,Week 8,Simsbury 14U Blue,,,,,,,,,,0,0,0
2026-05-29,Week 8,Somers 12U Red,33.0,-0.3531341456510381,1473.7793493676704,-1.8679882760016395,1.303060754758249,32.0,-5.7,0.3333333333333333,0.2,3,5,8
2026-05-29,Week 8,Somers 12U White,31.0,-0.23169106030908213,1487.1562169250383,0.9560248766086555,-1.0515376545989579,33.0,-3.5,0.3333333333333333,0.4,3,4,7
2026-05-29,Week 8,Somers Juniors,15.0,1.167161970302197,1520.5783046630008,1.9031027416559565,5.108784545596771,34.0,13.55,1.0,1.0,1,0,1
2026-05-29,Week 8,South Hadley 12U,51.0,-4.435639127780697,1304.238659190932,-2.8406641726067248,-7.449155801037649,4.0,-17.95,0.0,0.0,0,12,12
2026-05-29,Week 8,South Windsor 12U,20.0,0.3053274786067726,1515.7388870679576,1.6253364577347127,-1.9076286815333272,35.0,3.1500000000000004,0.6666666666666666,0.6,6,4,10
2026-05-29,Week 8,Southington 12U Blue,23.0,0.2099240201779233,1504.5519469621147,1.993846400973226,-1.725488449025225,36.0,-0.5500000000000006,0.3333333333333333,0.6,6,5,11
2026-05-29,Week 8,Southington 12U White,39.0,-1.3191837018367363,1465.3772239035468,-3.4815714367014987,1.2290291275637828,37.0,-6.0,0.3333333333333333,0.4,3,4,7
2026-05-29,Week 8,Suffield 12U,3.0,3.825541079065333,1657.712777444782,5.430686480562341,2.7585984591381396,5.0,19.75,1.0,1.0,10,2,12
2026-05-29,Week 8,Suffield 12U White,8.0,1.7268581238427023,1604.2421462065859,-0.5797731874463874,3.035070994996428,6.0,7.100000000000001,1.0,0.8,10,2,12
2026-05-29,Week 8,Suffield B,24.0,0.16716197030219698,1509.8300266404854,-0.09689725834404328,1.1087845455967713,38.0,6.45,1.0,1.0,1,0,1
2026-05-29,Week 8,Suffield Juniors 1 Blue,12.0,1.3333333333333333,1527.7625439630108,6.903102741655957,6.108784545596771,39.0,21.25,1.0,1.0,1,0,1
2026-05-29,Week 8,Tolland,,,,,,,,,,0,0,0
2026-05-29,Week 8,Tolland 12U,50.0,-4.400654208392633,1367.4298061317063,-3.6364696195798754,-5.128916592669859,40.0,-14.8,0.0,0.0,0,7,7
2026-05-29,Week 8,Vernon 12U,21.0,0.26915138220397355,1503.7745834261175,-0.17372617677189056,0.722038825026818,41.0,3.55,0.6666666666666666,0.6,4,5,9
2026-05-29,Week 8,West Hartford 12U Gold,1.0,4.028958615981055,1680.4344339102872,5.798619635332233,2.8564437590925063,42.0,14.0,1.0,1.0,11,0,11
2026-05-29,Week 8,West Hartford 12U Green,10.0,1.5401396408640264,1562.917091273048,-0.4763398806660027,2.881364479233152,43.0,2.3,0.3333333333333333,0.6,7,2,9
2026-05-29,Week 8,West Hartford 12U White,47.0,-2.2763496860190235,1397.9916736135885,-3.5371819419747346,0.005109006940244063,44.0,-9.15,0.0,0.0,0,9,9
2026-05-29,Week 8,West Hartford Green,,,,,,,,,,0,0,0
2026-05-29,Week 8,West Springfield 12U,6.0,2.6490495225997597,1615.4623290580228,1.0036497791781083,2.858688236173858,45.0,6.05,0.6666666666666666,0.8,10,1,11
2026-05-29,Week 8,Westfield 12U Black,29.0,-0.06784173412350063,1496.9360452838455,-0.2702230648631007,0.2908080041679312,46.0,-4.1,0.3333333333333333,0.2,3,6,9
2026-05-29,Week 8,Westfield 12U Red,2.0,3.9151329552648066,1657.351971096005,4.807098804335557,3.759506123065137,47.0,19.0,1.0,1.0,10,1,11
2026-05-29,Week 8,Wethersfield 12U A,18.0,0.35495226728107343,1512.6829171080597,1.612663805242026,-0.9952587387492111,48.0,-0.6999999999999997,0.3333333333333333,0.4,4,3,7
2026-05-29,Week 8,Wethersfield 12U B,17.0,0.42472879197560764,1519.604364352318,-0.32232750207602545,0.9044078530135616,49.0,5.300000000000001,0.6666666666666666,0.6,5,3,8
2026-05-29,Week 8,Wolcott 12U,7.0,2.251773181087674,1596.6536506690534,2.0256003780270673,1.3514641471368982,50.0,8.75,1.0,0.8,10,3,13
2026-06-05,Week 9,Agawam 12U,40.0,-0.9625584241021248,1464.287940054209,0.988194257590067,-2.7372171086089927,3.0,-1.9999999999999998,0.3333333333333333,0.4,5,7,12
2026-06-05,Week 9,Avon 12U,15.0,0.9818507454215205,1527.0952523037276,0.7190666121038227,1.8916342139468758,4.0,4.05,0.6666666666666666,0.6,3,2,5
2026-06-05,Week 9,Avon 12U B,14.0,1.0896763152146347,1545.0844661989618,-1.297733747196836,3.2059142316317617,5.0,5.550000000000001,0.6666666666666666,0.8,5,2,7
2026-06-05,Week 9,Belchertown 12U,28.0,-0.05837571402273029,1525.4784852232517,-0.5435522165034254,0.49615258953631064,6.0,6.000000000000001,0.6666666666666666,0.8,7,3,10
2026-06-05,Week 9,Berkshire,17.0,0.6688979968926101,1514.5882548364523,3.014427229964956,1.0391246954576854,7.0,10.2,1.0,1.0,1,0,1
2026-06-05,Week 9,Berlin 12U A,27.0,-0.02351555212722718,1502.9358868372942,-1.0398778151644923,1.505191889801654,8.0,0.4999999999999998,0.6666666666666666,0.6,5,6,11
2026-06-05,Week 9,Bristol 12U,44.0,-1.2471020245165785,1441.1558055898554,-2.4298656987856844,0.22587554281218558,9.0,-3.25,0.6666666666666666,0.4,5,10,15
2026-06-05,Week 9,Burlington 12U,24.0,0.049996373110778085,1502.2670464434932,2.0045338499971113,-2.455988553068532,10.0,-6.85,0.0,0.4,5,3,8
2026-06-05,Week 9,Colchester 12U,34.0,-0.4118282811211275,1479.9107840445774,-1.1107928759934758,0.4449654809956666,11.0,-8.85,0.3333333333333333,0.2,3,4,7
2026-06-05,Week 9,Connecticut Valley Youth Lacrosse,25.0,0.045174730744539794,1532.0618511331625,-5.252008295496585e-06,-1.9143776294513723e-06,55.0,2.2,0.6666666666666666,0.6,226,233,459
2026-06-05,Week 9,East Longmeadow 12U A,41.0,-1.106978304458659,1450.449432262798,0.3568575660752692,-2.684415031932368,1.0,1.9500000000000002,0.6666666666666666,0.4,5,8,13
2026-06-05,Week 9,East Longmeadow 12U White,37.0,-0.5442417796256991,1473.7488044572551,-0.35698154538284754,-0.3422105403900768,12.0,-3.05,0.3333333333333333,0.2,2,6,8
2026-06-05,Week 9,Ellington 12U,26.0,0.03079772590987204,1511.390340698698,-0.9250531859223805,-0.20049875046595883,13.0,6.950000000000001,1.0,0.8,5,3,8
2026-06-05,Week 9,Farmington 12U Black,52.0,-2.8429281938738367,1408.6629505417054,-0.5269858720584699,-5.653221336875325,14.0,-7.75,0.0,0.2,1,6,7
2026-06-05,Week 9,Farmington 12U Red,21.0,0.22450155491798746,1511.7109581792372,-0.8450937100772254,1.250072680885936,15.0,2.8,0.3333333333333333,0.6,4,4,8
2026-06-05,Week 9,Glastonbury 12U Blue,45.0,-1.401002767485819,1416.2497713262856,-2.847514609094288,0.7485774269429897,16.0,-6.45,0.3333333333333333,0.2,2,9,11
2026-06-05,Week 9,Glastonbury 12U White,11.0,1.4503961106662195,1531.4494898306316,3.84775611837972,-1.3186534675463681,17.0,4.15,0.6666666666666666,0.6,4,4,8
2026-06-05,Week 9,Granby 12U,46.0,-1.4868856256808696,1438.5151581277719,-2.3278594563990875,-0.17645413881574987,18.0,-3.05,0.3333333333333333,0.4,2,7,9
2026-06-05,Week 9,Longmeadow 12U Black,39.0,-0.6737191218264529,1482.0037940812258,0.5296527997514229,-1.6267047906663077,19.0,-5.45,0.3333333333333333,0.4,5,5,10
2026-06-05,Week 9,Longmeadow 12U White,32.0,-0.3311020031073899,1489.5986964417118,-2.985572770035044,1.0391246954576854,20.0,-7.1,0.0,0.0,0,1,1
2026-06-05,Week 9,Meriden 12U,18.0,0.6145149378310073,1516.9522956840306,-0.9222572858761864,1.8342340216513489,21.0,6.95,0.6666666666666666,0.6,5,7,12
2026-06-05,Week 9,Middletown 12U,51.0,-2.6741463388079314,1386.366315813362,-3.698209372381935,-0.2728461917629812,22.0,-11.2,0.0,0.0,1,9,10
2026-06-05,Week 9,Minnechaug 12U,6.0,2.675664672738355,1608.930648439863,4.456593193396741,1.8118860644215857,23.0,10.950000000000001,0.6666666666666666,0.8,9,3,12
2026-06-05,Week 9,Minnechaug 12U White,9.0,1.7247462607652637,1581.8290546418698,-0.12530986132897814,2.752593196543855,24.0,2.7,0.6666666666666666,0.6,7,3,10
2026-06-05,Week 9,Newington 12U,47.0,-1.923540534644352,1425.0655985926671,-3.1563073690236885,-0.7726971368386902,25.0,-2.7,0.3333333333333333,0.6,4,7,11
2026-06-05,Week 9,Northampton 12U,50.0,-2.56688327837383,1371.712072176789,-2.5288466216571894,-1.4355230386155422,26.0,-9.7,0.0,0.2,1,11,12
2026-06-05,Week 9,RHAM 12U,4.0,3.556188696522412,1650.65096680834,3.2435185562112823,2.826132092020523,27.0,11.5,1.0,1.0,10,0,10
2026-06-05,Week 9,Simsbury,35.0,-0.49776866977405654,1486.4871856383013,-2.985572770035044,0.03912469545768538,28.0,-8.75,0.0,0.0,0,1,1
2026-06-05,Week 9,Simsbury 12U A,54.0,-3.821122491451838,1347.0022605512265,-1.2181856651741751,-5.839921317882792,29.0,-15.45,0.0,0.0,1,10,11
2026-06-05,Week 9,Simsbury 12U Blue,48.0,-1.9478078144921254,1409.521962278038,-2.274061158184359,-0.60889379758441,30.0,-7.1,0.3333333333333333,0.2,2,9,11
2026-06-05,Week 9,Simsbury 14U Blue,38.0,-0.6644353364407232,1482.6155152640176,-0.9855727700350441,-2.9608753045423146,31.0,-10.2,0.0,0.0,0,1,1
2026-06-05,Week 9,Somers 12U Red,33.0,-0.3442964689990285,1473.7793493676704,-1.7555805924394894,1.2362627743830488,32.0,-5.1,0.3333333333333333,0.2,3,5,8
2026-06-05,Week 9,Somers 12U White,30.0,-0.22379411526203663,1487.1562169250383,1.0720977497839979,-1.1202753853555174,33.0,-3.5,0.3333333333333333,0.4,3,4,7
2026-06-05,Week 9,Somers Juniors,13.0,1.16889799689261,1520.5783046630008,2.014427229964956,5.039124695457685,34.0,14.15,1.0,1.0,1,0,1
2026-06-05,Week 9,South Hadley 12U,53.0,-3.6289542970785935,1338.622862867481,-2.3112574726351913,-6.335569643005643,2.0,-12.85,0.3333333333333333,0.2,1,12,13
2026-06-05,Week 9,South Windsor 12U,31.0,-0.2781060936825621,1486.2782480626474,1.2506189447493676,-2.7964959623334784,35.0,-3.85,0.3333333333333333,0.6,6,5,11
2026-06-05,Week 9,Southington 12U Blue,16.0,0.7536869474762944,1528.7740446806674,2.8723773577001555,-1.3166317190708052,36.0,5.25,0.3333333333333333,0.6,7,5,12
2026-06-05,Week 9,Southington 12U White,43.0,-1.2415995099627635,1468.6049805202188,-3.0248154429127805,1.0113866191250402,37.0,-3.5,0.3333333333333333,0.4,4,5,9
2026-06-05,Week 9,Suffield 12U,3.0,3.8248236795160295,1657.712777444782,5.5362775132177475,2.6898097509317944,38.0,19.75,1.0,1.0,10,2,12
2026-06-05,Week 9,Suffield 12U White,8.0,1.7332361994230983,1604.2421462065859,-0.46933266592486084,2.9649145591745643,39.0,7.100000000000001,1.0,0.8,10,2,12
2026-06-05,Week 9,Suffield B,22.0,0.16889799689261004,1509.8300266404854,0.014427229964955934,1.0391246954576854,40.0,7.25,1.0,1.0,1,0,1
2026-06-05,Week 9,Suffield Juniors 1 Blue,12.0,1.3333333333333333,1527.7625439630108,7.014427229964956,6.039124695457685,41.0,21.25,1.0,1.0,1,0,1
2026-06-05,Week 9,Tolland,42.0,-1.1644353364407234,1479.8692211155226,-2.985572770035044,-3.960875304542315,42.0,-13.95,0.0,0.0,0,1,1
2026-06-05,Week 9,Tolland 12U,55.0,-4.395308539588646,1367.4298061317063,-3.526774707504819,-5.201032512866373,43.0,-15.2,0.0,0.0,0,7,7
2026-06-05,Week 9,Vernon 12U,23.0,0.09801007645933851,1491.5010239716537,-0.3931943516419706,0.6881768256167904,44.0,0.45000000000000023,0.3333333333333333,0.4,4,6,10
2026-06-05,Week 9,West Hartford 12U Gold,1.0,4.0334271576314,1680.4344339102872,5.915472659935295,2.790515486174631,45.0,14.0,1.0,1.0,11,0,11
2026-06-05,Week 9,West Hartford 12U Green,10.0,1.5515012936083514,1562.917091273048,-0.36262075796078,2.8177450047091654,46.0,2.3,0.3333333333333333,0.6,7,2,9
2026-06-05,Week 9,West Hartford 12U White,49.0,-2.562124911623862,1375.1420527706603,-3.5406150235561706,-0.1459481765570115,47.0,-9.35,0.0,0.0,0,11,11
2026-06-05,Week 9,West Hartford Green,36.0,-0.49776866977405654,1484.0393111314372,-2.985572770035044,0.03912469545768538,48.0,-8.75,0.0,0.0,0,1,1
2026-06-05,Week 9,West Springfield 12U,7.0,2.6576412322855134,1615.4623290580228,1.1144823097331336,2.792513563495335,49.0,5.85,0.6666666666666666,0.8,10,1,11
2026-06-05,Week 9,Westfield 12U Black,29.0,-0.062032351653515415,1496.9360452838455,-0.1616537933489766,0.22341327524789284,50.0,-3.7,0.3333333333333333,0.2,3,6,9
2026-06-05,Week 9,Westfield 12U Red,2.0,3.91616381623354,1657.351971096005,4.90914375130295,3.6890923537689986,51.0,19.0,1.0,1.0,10,1,11
2026-06-05,Week 9,Wethersfield 12U A,20.0,0.3642868914441129,1512.6829171080597,1.7315677310554562,-1.0669119730842818,52.0,-1.0999999999999996,0.3333333333333333,0.4,4,3,7
2026-06-05,Week 9,Wethersfield 12U B,19.0,0.4731148329779593,1528.6109071762492,-0.562398723617041,1.2371816723210047,53.0,5.250000000000001,0.6666666666666666,0.8,6,3,9
2026-06-05,Week 9,Wolcott 12U,5.0,2.7280777803141127,1628.502344131104,2.3418523060145504,1.6253673147118686,54.0,12.95,1.0,1.0,12,3,15
2026-06-06,Week 10,Agawam 12U,40.0,-0.9629268343534139,1464.287940054209,0.9953529734523031,-2.745088401571361,48.0,-1.9999999999999998,0.3333333333333333,0.4,5,7,12
2026-06-06,Week 10,Avon 12U,15.0,0.9819079670551286,1527.0952523037276,0.7267862410560589,1.8837800805366314,11.0,4.05,0.6666666666666666,0.6,3,2,5
2026-06-06,Week 10,Avon 12U B,14.0,1.0896391351750954,1545.0844661989618,-1.290267192625535,3.198164968472349,12.0,5.550000000000001,0.6666666666666666,0.8,5,2,7
2026-06-06,Week 10,Belchertown 12U,28.0,-0.05866762674184057,1525.4784852232517,-0.5363377893881183,0.488281321964866,13.0,6.000000000000001,0.6666666666666666,0.8,7,3,10
2026-06-06,Week 10,Berkshire,17.0,0.6688858318160837,1514.5882548364523,3.0217964540703566,1.0314635095156541,14.0,10.2,1.0,1.0,1,0,1
2026-06-06,Week 10,Berlin 12U A,27.0,-0.023671334530871755,1502.9358868372942,-1.0326403394855737,1.4974892338238264,1.0,0.4999999999999998,0.6666666666666666,0.6,5,6,11
2026-06-06,Week 10,Bristol 12U,44.0,-1.2473126559749703,1441.1558055898554,-2.422577857228092,0.21802005525613513,15.0,-3.25,0.6666666666666666,0.4,5,10,15
2026-06-06,Week 10,Burlington 12U,25.0,0.05096871631434842,1502.2670464434932,2.0124185564053483,-2.462235386210554,16.0,-7.05,0.0,0.4,5,3,8
2026-06-06,Week 10,Colchester 12U,34.0,-0.4115561271376581,1479.9107840445774,-1.103487969841937,0.43790815315260284,17.0,-8.85,0.3333333333333333,0.2,3,4,7
2026-06-06,Week 10,Connecticut Valley Youth Lacrosse,26.0,0.04493289646490752,1534.2826625496414,-5.344491392810216e-06,-1.4312298287482377e-06,55.0,3.7499999999999996,0.3333333333333333,0.6,227,234,461
2026-06-06,Week 10,East Longmeadow 12U A,41.0,-1.107218116970405,1450.449432262798,0.3640956198506922,-2.692539207144392,18.0,1.9500000000000002,0.6666666666666666,0.4,5,8,13
2026-06-06,Week 10,East Longmeadow 12U White,37.0,-0.5445179763354846,1473.7488044572551,-0.34962567337981926,-0.35031291958300903,19.0,-3.05,0.3333333333333333,0.2,2,6,8
2026-06-06,Week 10,Ellington 12U,21.0,0.27268523088621827,1526.6743210927225,-0.7992276498835528,0.20114242259424772,20.0,12.2,1.0,1.0,6,3,9
2026-06-06,Week 10,Farmington 12U Black,52.0,-2.842904425712956,1408.6629505417054,-0.5197310667714852,-5.660966156774619,21.0,-7.75,0.0,0.2,1,6,7
2026-06-06,Week 10,Farmington 12U Red,22.0,0.22451047520643758,1511.7109581792372,-0.8377819331584597,1.2425564280584294,22.0,2.5999999999999996,0.3333333333333333,0.6,4,4,8
2026-06-06,Week 10,Glastonbury 12U Blue,45.0,-1.4011517513811589,1416.2497713262856,-2.840316068615668,0.7409807508949644,2.0,-6.45,0.3333333333333333,0.2,2,9,11
2026-06-06,Week 10,Glastonbury 12U White,11.0,1.4501453699927944,1531.4494898306316,3.8548241964172956,-1.3263768922700603,23.0,4.15,0.6666666666666666,0.6,4,4,8
2026-06-06,Week 10,Granby 12U,46.0,-1.4872072611567593,1438.5151581277719,-2.3204576450215084,-0.18454391256145705,24.0,-3.05,0.3333333333333333,0.4,2,7,9
2026-06-06,Week 10,Longmeadow 12U Black,39.0,-0.6737080587035498,1482.0037940812258,0.5369682662763446,-1.6341335495827598,25.0,-5.45,0.3333333333333333,0.4,5,5,10
2026-06-06,Week 10,Longmeadow 12U White,32.0,-0.33111416818391615,1489.5986964417118,-2.9782035459296425,1.0314635095156541,26.0,-7.1,0.0,0.0,0,1,1
2026-06-06,Week 10,Meriden 12U,18.0,0.613764070409249,1516.9522956840306,-0.9154201067790267,1.8261068430268317,49.0,6.95,0.6666666666666666,0.6,5,7,12
2026-06-06,Week 10,Middletown 12U,51.0,-2.6738883984008233,1386.366315813362,-3.690793509130217,-0.28009411578150945,27.0,-11.2,0.0,0.0,1,9,10
2026-06-06,Week 10,Minnechaug 12U,5.0,2.6757712678384373,1608.930648439863,4.464182824075401,1.8044557193458397,50.0,11.150000000000002,0.6666666666666666,0.8,9,3,12
2026-06-06,Week 10,Minnechaug 12U White,9.0,1.724763681295743,1581.8290546418698,-0.11779069425659457,2.744881188889718,28.0,2.7,0.6666666666666666,0.6,7,3,10
2026-06-06,Week 10,Newington 12U,47.0,-1.923608980036864,1425.0655985926671,-3.1489807160752172,-0.7803827509788389,3.0,-2.7,0.3333333333333333,0.6,4,7,11
2026-06-06,Week 10,Northampton 12U,50.0,-2.566761854764661,1371.712072176789,-2.521010744151768,-1.4432776688679978,51.0,-9.7,0.0,0.2,1,11,12
2026-06-06,Week 10,RHAM 12U,4.0,3.556340379269021,1650.65096680834,3.251150207784885,2.8185189906899346,29.0,11.5,1.0,1.0,10,0,10
2026-06-06,Week 10,Simsbury,35.0,-0.49778083485058283,1486.4871856383013,-2.9782035459296425,0.03146350951565413,30.0,-8.75,0.0,0.0,0,1,1
2026-06-06,Week 10,Simsbury 12U A,54.0,-3.820878413676231,1347.0022605512265,-1.210297341383854,-5.847692566472768,4.0,-15.45,0.0,0.0,1,10,11
2026-06-06,Week 10,Simsbury 12U Blue,48.0,-1.9477836376770674,1409.521962278038,-2.2666318706273976,-0.6165105684643848,5.0,-7.1,0.3333333333333333,0.2,2,9,11
2026-06-06,Week 10,Simsbury 14U Blue,38.0,-0.6644475015172495,1482.6155152640176,-0.9782035459296424,-2.968536490484346,31.0,-10.2,0.0,0.0,0,1,1
2026-06-06,Week 10,Somers 12U Red,33.0,-0.34417748400377945,1473.7793493676704,-1.748138239149025,1.2287948003323916,32.0,-5.1,0.3333333333333333,0.2,3,5,8
2026-06-06,Week 10,Somers 12U White,30.0,-0.22358934255048354,1487.1562169250383,1.079787029713842,-1.1278744175994984,33.0,-3.5,0.3333333333333333,0.4,3,4,7
2026-06-06,Week 10,Somers Juniors,13.0,1.1688858318160837,1520.5783046630008,2.0217964540703566,5.031463509515654,34.0,14.15,1.0,1.0,1,0,1
2026-06-06,Week 10,South Hadley 12U,53.0,-3.6293108158011704,1338.622862867481,-2.3038224576377764,-6.343829659188199,35.0,-12.85,0.3333333333333333,0.2,1,12,13
2026-06-06,Week 10,South Windsor 12U,31.0,-0.27801704795549004,1486.2782480626474,1.258121296603275,-2.8037623516210317,6.0,-3.85,0.3333333333333333,0.6,6,5,11
2026-06-06,Week 10,Southington 12U Blue,16.0,0.7537153206529138,1528.7740446806674,2.8793404399063647,-1.3238950165438788,52.0,5.25,0.3333333333333333,0.6,7,5,12
2026-06-06,Week 10,Southington 12U White,43.0,-1.241517597327839,1468.6049805202188,-3.017305467620309,1.0038249209825039,36.0,-3.5,0.3333333333333333,0.4,4,5,9
2026-06-06,Week 10,Suffield 12U,3.0,3.8245973578043797,1657.712777444782,5.543259802731434,2.682207355877569,53.0,19.75,1.0,1.0,10,2,12
2026-06-06,Week 10,Suffield 12U White,8.0,1.7331189048143492,1604.2421462065859,-0.46202310292586096,2.957219857435698,54.0,7.100000000000001,1.0,0.8,10,2,12
2026-06-06,Week 10,Suffield B,23.0,0.1688858318160838,1509.8300266404854,0.021796454070357463,1.0314635095156541,37.0,7.05,1.0,1.0,1,0,1
2026-06-06,Week 10,Suffield Juniors 1 Blue,12.0,1.3333333333333333,1527.7625439630108,7.021796454070357,6.031463509515654,38.0,21.25,1.0,1.0,1,0,1
2026-06-06,Week 10,Tolland,42.0,-1.1644475015172495,1479.8692211155226,-2.9782035459296425,-3.9685364904843454,39.0,-13.95,0.0,0.0,0,1,1
2026-06-06,Week 10,Tolland 12U,55.0,-4.395400441422695,1367.4298061317063,-3.519515525371168,-5.2088595522286045,40.0,-15.2,0.0,0.0,0,7,7
