game_date,home_team,away_team,actual_winner,elo_predicted_winner,elo_win_probability,power_v2_predicted_winner,power_v2_win_probability,hybrid_predicted_winner,hybrid_win_probability,elo_correct,power_v2_correct,hybrid_correct
2026-04-04,Connecticut Valley Youth Lacrosse,Burlington 12U,Burlington 12U,Connecticut Valley Youth Lacrosse,0.5,Connecticut Valley Youth Lacrosse,0.5,Connecticut Valley Youth Lacrosse,0.5,False,False,False
2026-04-04,Meriden 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Meriden 12U,0.5254148122865702,Meriden 12U,0.5544704649604273,Meriden 12U,0.5393319055178423,False,False,False
2026-04-06,Farmington 12U Black,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.501517554082682,Farmington 12U Black,0.5,Connecticut Valley Youth Lacrosse,0.5002306735693832,True,False,True
2026-04-06,Connecticut Valley Youth Lacrosse,Burlington 12U,Burlington 12U,Connecticut Valley Youth Lacrosse,0.5046120346833178,Burlington 12U,0.5357462026471369,Burlington 12U,0.522558351586035,False,True,True
2026-04-09,West Hartford 12U Gold,Connecticut Valley Youth Lacrosse,West Hartford 12U Gold,Connecticut Valley Youth Lacrosse,0.5009684461269241,West Hartford 12U Gold,0.5,Connecticut Valley Youth Lacrosse,0.500147206962962,False,True,False
2026-04-09,Connecticut Valley Youth Lacrosse,Westfield 12U Black,Connecticut Valley Youth Lacrosse,Westfield 12U Black,0.5322826496238752,Westfield 12U Black,0.529652662447508,Westfield 12U Black,0.5241918683985785,False,False,False
2026-04-09,Connecticut Valley Youth Lacrosse,Ellington 12U,Connecticut Valley Youth Lacrosse,Ellington 12U,0.5175090917950402,Ellington 12U,0.5184575180867129,Ellington 12U,0.5146611612240916,False,False,False
2026-04-09,Suffield 12U White,Connecticut Valley Youth Lacrosse,Suffield 12U White,Connecticut Valley Youth Lacrosse,0.5172502841584012,Connecticut Valley Youth Lacrosse,0.5078118642792044,Connecticut Valley Youth Lacrosse,0.5077006532696984,False,False,False
2026-04-10,Connecticut Valley Youth Lacrosse,Westfield 12U Red,Westfield 12U Red,Connecticut Valley Youth Lacrosse,0.5027186477446688,Connecticut Valley Youth Lacrosse,0.5,Connecticut Valley Youth Lacrosse,0.5004132467781841,False,False,False
2026-04-10,East Longmeadow 12U A,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,East Longmeadow 12U A,0.5322222115261953,East Longmeadow 12U A,0.5200784825276282,East Longmeadow 12U A,0.517954984337457,False,False,False
2026-04-11,Minnechaug 12U White,Connecticut Valley Youth Lacrosse,Tie,Connecticut Valley Youth Lacrosse,0.5049250154060725,Minnechaug 12U White,0.5,Connecticut Valley Youth Lacrosse,0.5007486411079756,False,False,False
2026-04-11,Meriden 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5317092758525933,Connecticut Valley Youth Lacrosse,0.5724041114770214,Connecticut Valley Youth Lacrosse,0.5520331517655104,True,True,True
2026-04-11,Connecticut Valley Youth Lacrosse,South Hadley 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.518164237896599,Connecticut Valley Youth Lacrosse,0.5055144822757264,Connecticut Valley Youth Lacrosse,0.5063464534542709,True,True,True
2026-04-11,Connecticut Valley Youth Lacrosse,Westfield 12U Black,Tie,Connecticut Valley Youth Lacrosse,0.568869781570387,Connecticut Valley Youth Lacrosse,0.535198093930652,Connecticut Valley Youth Lacrosse,0.5334022286774422,False,False,False
2026-04-11,Minnechaug 12U,Connecticut Valley Youth Lacrosse,Minnechaug 12U,Connecticut Valley Youth Lacrosse,0.5525026948988603,Connecticut Valley Youth Lacrosse,0.5172628726614407,Connecticut Valley Youth Lacrosse,0.5192259429787006,False,False,False
2026-04-11,Connecticut Valley Youth Lacrosse,Newington 12U,Newington 12U,Connecticut Valley Youth Lacrosse,0.5107873085638349,Connecticut Valley Youth Lacrosse,0.5046873626757262,Connecticut Valley Youth Lacrosse,0.504686696217506,False,False,False
2026-04-12,Connecticut Valley Youth Lacrosse,Northampton 12U,Connecticut Valley Youth Lacrosse,Northampton 12U,0.5039779303176817,Connecticut Valley Youth Lacrosse,0.5,Northampton 12U,0.5006046700783473,False,True,False
2026-04-12,East Longmeadow 12U White,Connecticut Valley Youth Lacrosse,East Longmeadow 12U White,Connecticut Valley Youth Lacrosse,0.5174153870193319,Connecticut Valley Youth Lacrosse,0.5085219019495526,Connecticut Valley Youth Lacrosse,0.508187304419766,False,False,False
2026-04-13,Minnechaug 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Minnechaug 12U,0.5463768707796224,Minnechaug 12U,0.5825702064623147,Minnechaug 12U,0.5609320664765283,False,False,False
2026-04-13,Connecticut Valley Youth Lacrosse,Westfield 12U Red,Westfield 12U Red,Westfield 12U Red,0.5162706037629317,Westfield 12U Red,0.5749517258043411,Westfield 12U Red,0.5513805850586901,True,True,True
2026-04-14,Connecticut Valley Youth Lacrosse,East Longmeadow 12U A,East Longmeadow 12U A,Connecticut Valley Youth Lacrosse,0.5351589623961694,Connecticut Valley Youth Lacrosse,0.5825702064623147,Connecticut Valley Youth Lacrosse,0.5592402160609816,False,False,False
2026-04-14,South Hadley 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5088220328864523,Connecticut Valley Youth Lacrosse,0.5737763899324019,Connecticut Valley Youth Lacrosse,0.5494858725126284,True,True,True
2026-04-15,Connecticut Valley Youth Lacrosse,Wolcott 12U,Wolcott 12U,Wolcott 12U,0.5040266298704964,Connecticut Valley Youth Lacrosse,0.5,Wolcott 12U,0.5006120730231931,True,False,True
2026-04-15,Granby 12U,Somers 12U White,Somers 12U White,Granby 12U,0.5,Granby 12U,0.5,Granby 12U,0.5,False,False,False
2026-04-15,Connecticut Valley Youth Lacrosse,Westfield 12U Red,Westfield 12U Red,Westfield 12U Red,0.582681199782497,Westfield 12U Red,0.6125803354794928,Westfield 12U Red,0.5862655737618249,True,True,True
2026-04-15,Newington 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Newington 12U,0.565441028779763,Newington 12U,0.538849338402309,Newington 12U,0.5352491275761374,False,False,False
2026-04-15,Agawam 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Agawam 12U,0.5238172257284183,Agawam 12U,0.5109357557456443,Agawam 12U,0.510730760354561,False,False,False
2026-04-15,Northampton 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5268457664193563,Connecticut Valley Youth Lacrosse,0.5415704832168,Connecticut Valley Youth Lacrosse,0.5311275926071275,True,True,True
2026-04-15,Connecticut Valley Youth Lacrosse,Westfield 12U Black,Westfield 12U Black,Connecticut Valley Youth Lacrosse,0.536091772150333,Connecticut Valley Youth Lacrosse,0.5217419232583668,Connecticut Valley Youth Lacrosse,0.5196266960718922,False,False,False
2026-04-15,Somers Juniors,Connecticut Valley Youth Lacrosse,Somers Juniors,Connecticut Valley Youth Lacrosse,0.5030917120330858,Somers Juniors,0.5,Connecticut Valley Youth Lacrosse,0.5004699555676744,False,True,False
2026-04-16,Connecticut Valley Youth Lacrosse,East Longmeadow 12U A,East Longmeadow 12U A,East Longmeadow 12U A,0.5135087335965279,Connecticut Valley Youth Lacrosse,0.517666414947057,Connecticut Valley Youth Lacrosse,0.5094329636919388,True,False,False
2026-04-16,Northampton 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Northampton 12U,0.5043473265525353,Connecticut Valley Youth Lacrosse,0.5504232522907284,Connecticut Valley Youth Lacrosse,0.5321815319031629,False,True,True
2026-04-16,Connecticut Valley Youth Lacrosse,Bristol 12U,Connecticut Valley Youth Lacrosse,Bristol 12U,0.5244624101764082,Bristol 12U,0.5091135738678502,Bristol 12U,0.5096446152137887,False,False,False
2026-04-16,Southington 12U Blue,Connecticut Valley Youth Lacrosse,Southington 12U Blue,Connecticut Valley Youth Lacrosse,0.513053984011022,Southington 12U Blue,0.5008445937912847,Connecticut Valley Youth Lacrosse,0.5014357062179554,False,True,False
2026-04-17,Somers 12U Red,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Somers 12U Red,0.5236900569870468,Somers 12U Red,0.5086340100914285,Somers 12U Red,0.5092152803921131,False,False,False
2026-04-17,Connecticut Valley Youth Lacrosse,Belchertown 12U,Connecticut Valley Youth Lacrosse,Belchertown 12U,0.5094710530283949,Belchertown 12U,0.5072110384426933,Belchertown 12U,0.5061269946375034,False,False,False
2026-04-17,Connecticut Valley Youth Lacrosse,Westfield 12U Black,Westfield 12U Black,Connecticut Valley Youth Lacrosse,0.508323618523268,Westfield 12U Black,0.508816050505045,Westfield 12U Black,0.504465575593144,False,True,True
2026-04-17,Agawam 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5307890915763411,Connecticut Valley Youth Lacrosse,0.5703058278411706,Connecticut Valley Youth Lacrosse,0.5505166106492869,True,True,True
2026-04-17,Minnechaug 12U White,Connecticut Valley Youth Lacrosse,Minnechaug 12U White,Connecticut Valley Youth Lacrosse,0.5308146978550107,Connecticut Valley Youth Lacrosse,0.505831460154528,Connecticut Valley Youth Lacrosse,0.5084796801863216,False,False,False
2026-04-17,Connecticut Valley Youth Lacrosse,Minnechaug 12U,Minnechaug 12U,Minnechaug 12U,0.5135701138697255,Minnechaug 12U,0.5350474534188501,Minnechaug 12U,0.524860952317125,True,True,True
2026-04-18,Meriden 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5147489976920447,Connecticut Valley Youth Lacrosse,0.5731718604936327,Connecticut Valley Youth Lacrosse,0.549980739162812,True,True,True
2026-04-18,Connecticut Valley Youth Lacrosse,Wolcott 12U,Wolcott 12U,Wolcott 12U,0.5308933072437235,Wolcott 12U,0.5557567271837207,Wolcott 12U,0.541002809813335,True,True,True
2026-04-19,Connecticut Valley Youth Lacrosse,Bristol 12U,Bristol 12U,Connecticut Valley Youth Lacrosse,0.5125572324750312,Connecticut Valley Youth Lacrosse,0.5756156723383362,Connecticut Valley Youth Lacrosse,0.5512585445993682,False,False,False
2026-04-19,Middletown 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Middletown 12U,0.5389387745134495,Middletown 12U,0.5079780462388971,Middletown 12U,0.5111151613225845,False,False,False
2026-04-19,Simsbury 12U Blue,Somers 12U Red,Somers 12U Red,Simsbury 12U Blue,0.5142317766814039,Simsbury 12U Blue,0.5108389024645272,Simsbury 12U Blue,0.5092092071424821,False,False,False
2026-04-19,Simsbury 12U Blue,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Simsbury 12U Blue,0.5101361569911489,Connecticut Valley Youth Lacrosse,0.5039061705290804,Connecticut Valley Youth Lacrosse,0.5009981230924618,False,True,True
2026-04-20,Connecticut Valley Youth Lacrosse,Southington 12U Blue,Connecticut Valley Youth Lacrosse,Southington 12U Blue,0.5468660932296922,Southington 12U Blue,0.5874894609182156,Southington 12U Blue,0.5642470693253888,False,False,False
2026-04-20,South Windsor 12U,Connecticut Valley Youth Lacrosse,South Windsor 12U,Connecticut Valley Youth Lacrosse,0.5047851545693329,South Windsor 12U,0.5043748883497735,South Windsor 12U,0.5021163569748297,False,True,True
2026-04-20,Suffield 12U,Somers 12U White,Suffield 12U,Somers 12U White,0.5260265928628431,Somers 12U White,0.5467381519846138,Somers 12U White,0.5343741423184407,False,False,False
2026-04-20,Connecticut Valley Youth Lacrosse,Somers 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5030500422869905,Somers 12U White,0.5029761553270468,Somers 12U White,0.5014708980285177,True,False,False
2026-04-21,Connecticut Valley Youth Lacrosse,Simsbury 12U Blue,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5549031303341385,Connecticut Valley Youth Lacrosse,0.52001799667368,Connecticut Valley Youth Lacrosse,0.5213848334546712,True,True,True
2026-04-21,Connecticut Valley Youth Lacrosse,East Longmeadow 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5184508242931458,East Longmeadow 12U White,0.5377590223385844,East Longmeadow 12U White,0.5217705521625032,True,False,False
2026-04-21,Wethersfield 12U B,Simsbury 12U Blue,Wethersfield 12U B,Wethersfield 12U B,0.541487662484437,Wethersfield 12U B,0.5300180659114395,Wethersfield 12U B,0.5258329978353996,True,True,True
2026-04-21,Connecticut Valley Youth Lacrosse,West Springfield 12U,West Springfield 12U,Connecticut Valley Youth Lacrosse,0.5659290143715565,Connecticut Valley Youth Lacrosse,0.5093546181643609,Connecticut Valley Youth Lacrosse,0.5161556908113243,False,False,False
2026-04-21,Suffield 12U White,Connecticut Valley Youth Lacrosse,Suffield 12U White,Connecticut Valley Youth Lacrosse,0.5360944426808428,Suffield 12U White,0.5132260805338847,Suffield 12U White,0.5031028921183751,False,True,True
2026-04-21,Somers 12U White,West Springfield 12U,Somers 12U White,West Springfield 12U,0.5635235574408938,West Springfield 12U,0.5744150549661383,West Springfield 12U,0.5581753125675242,False,False,False
2026-04-22,Connecticut Valley Youth Lacrosse,Vernon 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5218736074263506,Connecticut Valley Youth Lacrosse,0.5033481642395633,Connecticut Valley Youth Lacrosse,0.5055030960088955,True,True,True
2026-04-22,Southington 12U Blue,Connecticut Valley Youth Lacrosse,Southington 12U Blue,Connecticut Valley Youth Lacrosse,0.5291580241064381,Southington 12U Blue,0.5531172055393396,Southington 12U Blue,0.5301830678431758,False,True,True
2026-04-22,Connecticut Valley Youth Lacrosse,Farmington 12U Red,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5224339306308322,Connecticut Valley Youth Lacrosse,0.504848985905685,Connecticut Valley Youth Lacrosse,0.5065638798831218,True,True,True
2026-04-22,West Hartford 12U Green,Connecticut Valley Youth Lacrosse,West Hartford 12U Green,Connecticut Valley Youth Lacrosse,0.549767201320192,Connecticut Valley Youth Lacrosse,0.5103269210311254,Connecticut Valley Youth Lacrosse,0.5142994514860562,False,False,False
2026-04-22,RHAM 12U,Connecticut Valley Youth Lacrosse,RHAM 12U,Connecticut Valley Youth Lacrosse,0.5182697306708002,Connecticut Valley Youth Lacrosse,0.5046873626757262,Connecticut Valley Youth Lacrosse,0.5058249034923968,False,False,False
2026-04-22,Connecticut Valley Youth Lacrosse,Suffield 12U,Suffield 12U,Suffield 12U,0.5512813353238093,Suffield 12U,0.5726339740812034,Suffield 12U,0.5551456341372224,True,True,True
2026-04-22,Connecticut Valley Youth Lacrosse,Wolcott 12U,Connecticut Valley Youth Lacrosse,Wolcott 12U,0.5848912920857534,Wolcott 12U,0.5766666437734393,Wolcott 12U,0.5629239983978238,False,False,False
2026-04-22,Connecticut Valley Youth Lacrosse,Newington 12U,Connecticut Valley Youth Lacrosse,Newington 12U,0.5001640559003798,Connecticut Valley Youth Lacrosse,0.5250116048939067,Connecticut Valley Youth Lacrosse,0.5162404721950388,False,True,True
2026-04-22,Connecticut Valley Youth Lacrosse,West Hartford 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5143832106490017,Connecticut Valley Youth Lacrosse,0.5024413868476314,Connecticut Valley Youth Lacrosse,0.5037737379166903,True,True,True
2026-04-22,Glastonbury 12U Blue,Connecticut Valley Youth Lacrosse,Glastonbury 12U Blue,Connecticut Valley Youth Lacrosse,0.5360166788472668,Connecticut Valley Youth Lacrosse,0.5052882643382604,Connecticut Valley Youth Lacrosse,0.5089206975402788,False,False,False
2026-04-22,South Windsor 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,South Windsor 12U,0.5017528929018011,South Windsor 12U,0.50817658719957,South Windsor 12U,0.5055814698630219,False,False,False
2026-04-23,West Hartford 12U Gold,Connecticut Valley Youth Lacrosse,West Hartford 12U Gold,Connecticut Valley Youth Lacrosse,0.5134603278843476,West Hartford 12U Gold,0.5755215472105015,West Hartford 12U Gold,0.5472793262711585,False,True,True
2026-04-23,Suffield 12U,Connecticut Valley Youth Lacrosse,Suffield 12U,Suffield 12U,0.562437370141397,Suffield 12U,0.6264880704413857,Suffield 12U,0.5925045398591827,True,True,True
2026-04-23,Connecticut Valley Youth Lacrosse,Ellington 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5081625974828291,Connecticut Valley Youth Lacrosse,0.5817623154307738,Connecticut Valley Youth Lacrosse,0.5546486306473446,True,True,True
2026-04-23,Connecticut Valley Youth Lacrosse,Farmington 12U Black,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5388861228790855,Connecticut Valley Youth Lacrosse,0.5856790315862379,Connecticut Valley Youth Lacrosse,0.5618506422335189,True,True,True
2026-04-24,Connecticut Valley Youth Lacrosse,Wethersfield 12U A,Wethersfield 12U A,Connecticut Valley Youth Lacrosse,0.5466462163578615,Connecticut Valley Youth Lacrosse,0.5066750728831043,Connecticut Valley Youth Lacrosse,0.5114481004402879,False,False,False
2026-04-24,Connecticut Valley Youth Lacrosse,Bristol 12U,Bristol 12U,Connecticut Valley Youth Lacrosse,0.5533629709187933,Connecticut Valley Youth Lacrosse,0.5665832751803793,Connecticut Valley Youth Lacrosse,0.5514968032319422,False,False,False
2026-04-24,Southington 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5024598943414187,Connecticut Valley Youth Lacrosse,0.5019977062648664,Connecticut Valley Youth Lacrosse,0.5016724242499511,True,True,True
2026-04-24,Colchester 12U,Connecticut Valley Youth Lacrosse,Colchester 12U,Connecticut Valley Youth Lacrosse,0.5272637796995545,Connecticut Valley Youth Lacrosse,0.5051377696122701,Connecticut Valley Youth Lacrosse,0.507487400800477,False,False,False
2026-04-24,Berlin 12U A,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5111486994879231,Connecticut Valley Youth Lacrosse,0.5038193701546438,Connecticut Valley Youth Lacrosse,0.5041774591434625,True,True,True
2026-04-24,Connecticut Valley Youth Lacrosse,Wolcott 12U,Wolcott 12U,Connecticut Valley Youth Lacrosse,0.5161265607789252,Wolcott 12U,0.5116104881530091,Wolcott 12U,0.5050958604876559,False,True,True
2026-04-24,Simsbury 12U A,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5103084936017841,Connecticut Valley Youth Lacrosse,0.5037201694451141,Connecticut Valley Youth Lacrosse,0.5039852150976628,True,True,True
2026-04-24,Connecticut Valley Youth Lacrosse,Middletown 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5400029594963813,Connecticut Valley Youth Lacrosse,0.5148586739665367,Connecticut Valley Youth Lacrosse,0.5157493673614437,True,True,True
2026-04-25,Connecticut Valley Youth Lacrosse,Minnechaug 12U White,Minnechaug 12U White,Connecticut Valley Youth Lacrosse,0.5133260744932039,Minnechaug 12U White,0.5394060853055038,Minnechaug 12U White,0.5236235007511658,False,True,True
2026-04-25,Westfield 12U Black,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Westfield 12U Black,0.5112658900478587,Westfield 12U Black,0.5127113807815664,Westfield 12U Black,0.5099755940694218,False,False,False
2026-04-25,Connecticut Valley Youth Lacrosse,Vernon 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5679263617572736,Connecticut Valley Youth Lacrosse,0.5877858835481119,Connecticut Valley Youth Lacrosse,0.5676304370466493,True,True,True
2026-04-25,Connecticut Valley Youth Lacrosse,Suffield Juniors 1 Blue,Suffield Juniors 1 Blue,Connecticut Valley Youth Lacrosse,0.5523690668159601,Connecticut Valley Youth Lacrosse,0.5069228299327005,Connecticut Valley Youth Lacrosse,0.5124870901358242,False,False,False
2026-04-25,Connecticut Valley Youth Lacrosse,Newington 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5511096747692474,Connecticut Valley Youth Lacrosse,0.5728284922846821,Connecticut Valley Youth Lacrosse,0.5552471819481722,True,True,True
2026-04-25,Avon 12U B,Connecticut Valley Youth Lacrosse,Avon 12U B,Connecticut Valley Youth Lacrosse,0.5472368533654555,Connecticut Valley Youth Lacrosse,0.5062000790132596,Connecticut Valley Youth Lacrosse,0.511229992442682,False,False,False
2026-04-25,Connecticut Valley Youth Lacrosse,Simsbury 12U Blue,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5809323089897726,Connecticut Valley Youth Lacrosse,0.5418747224526858,Connecticut Valley Youth Lacrosse,0.5396104161150742,True,True,True
2026-04-25,Connecticut Valley Youth Lacrosse,West Hartford 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5637591939831375,Connecticut Valley Youth Lacrosse,0.547081132165679,Connecticut Valley Youth Lacrosse,0.5403503707341464,True,True,True
2026-04-25,West Hartford 12U Gold,Connecticut Valley Youth Lacrosse,West Hartford 12U Gold,West Hartford 12U Gold,0.5143892110499981,West Hartford 12U Gold,0.631948646553758,West Hartford 12U Gold,0.5890723658831887,True,True,True
2026-04-25,Suffield 12U White,Simsbury 12U Blue,Suffield 12U White,Suffield 12U White,0.6130783746962001,Suffield 12U White,0.6220244152422854,Suffield 12U White,0.5971874852735513,True,True,True
2026-04-25,Connecticut Valley Youth Lacrosse,Ellington 12U,Ellington 12U,Connecticut Valley Youth Lacrosse,0.5916109943537772,Connecticut Valley Youth Lacrosse,0.6429903399400411,Connecticut Valley Youth Lacrosse,0.6079671532502082,False,False,False
2026-04-25,Connecticut Valley Youth Lacrosse,Southington 12U Blue,Connecticut Valley Youth Lacrosse,Southington 12U Blue,0.5474312399173749,Southington 12U Blue,0.5970487511387167,Southington 12U Blue,0.5706478434266662,False,False,False
2026-04-25,Avon 12U,Connecticut Valley Youth Lacrosse,Avon 12U,Connecticut Valley Youth Lacrosse,0.5300734152650006,Connecticut Valley Youth Lacrosse,0.5060182278604582,Connecticut Valley Youth Lacrosse,0.508487997310728,False,False,False
2026-04-26,Somers 12U White,Simsbury 12U A,Somers 12U White,Simsbury 12U A,0.5161320956626684,Simsbury 12U A,0.5240380328885843,Simsbury 12U A,0.5180818666209326,False,False,False
2026-04-26,Somers 12U White,Connecticut Valley Youth Lacrosse,Somers 12U White,Somers 12U White,0.505429343585242,Connecticut Valley Youth Lacrosse,0.5065031951010023,Connecticut Valley Youth Lacrosse,0.5034019533776418,True,False,False
2026-04-26,Connecticut Valley Youth Lacrosse,Suffield 12U,Suffield 12U,Suffield 12U,0.6336229620761349,Suffield 12U,0.6805722877716474,Suffield 12U,0.6398994859396079,True,True,True
2026-04-26,Connecticut Valley Youth Lacrosse,Simsbury 12U Blue,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.541460002307694,Connecticut Valley Youth Lacrosse,0.5583603215763989,Connecticut Valley Youth Lacrosse,0.5443079209396785,True,True,True
2026-04-26,Wethersfield 12U B,Connecticut Valley Youth Lacrosse,Wethersfield 12U B,Wethersfield 12U B,0.5322962802331525,Wethersfield 12U B,0.5119796439720757,Wethersfield 12U B,0.5127015040187175,True,True,True
2026-04-26,Wethersfield 12U A,Connecticut Valley Youth Lacrosse,Wethersfield 12U A,Wethersfield 12U A,0.5583909224239242,Wethersfield 12U A,0.521480391608736,Wethersfield 12U A,0.522871163432819,True,True,True
2026-04-26,Connecticut Valley Youth Lacrosse,Glastonbury 12U Blue,Connecticut Valley Youth Lacrosse,Glastonbury 12U Blue,0.5776480716835385,Glastonbury 12U Blue,0.5426758211165765,Glastonbury 12U Blue,0.539622707800619,False,False,False
2026-04-26,Farmington 12U Red,Simsbury 12U Blue,Farmington 12U Red,Farmington 12U Red,0.5851378334842787,Farmington 12U Red,0.5168734965062722,Farmington 12U Red,0.5240219364143114,True,True,True
2026-04-26,Avon 12U B,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Avon 12U B,0.5463669364504257,Avon 12U B,0.5292613576506427,Avon 12U B,0.5260861583775603,False,False,False
2026-04-26,Connecticut Valley Youth Lacrosse,West Hartford 12U Green,West Hartford 12U Green,West Hartford 12U Green,0.5415214949898649,West Hartford 12U Green,0.5700670975339683,West Hartford 12U Green,0.5519827465739725,True,True,True
2026-04-26,Connecticut Valley Youth Lacrosse,Glastonbury 12U White,Connecticut Valley Youth Lacrosse,Glastonbury 12U White,0.5228157123132604,Connecticut Valley Youth Lacrosse,0.5017492563312338,Glastonbury 12U White,0.502333430197125,False,True,False
2026-04-26,Avon 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Avon 12U,0.5346954874938488,Avon 12U,0.5495822613071045,Avon 12U,0.5375462353590379,False,False,False
2026-04-26,Minnechaug 12U White,Connecticut Valley Youth Lacrosse,Minnechaug 12U White,Minnechaug 12U White,0.5431104774912663,Minnechaug 12U White,0.5890954989101326,Minnechaug 12U White,0.564740715262435,True,True,True
2026-04-26,Connecticut Valley Youth Lacrosse,Suffield 12U White,Connecticut Valley Youth Lacrosse,Suffield 12U White,0.5595098372068904,Suffield 12U White,0.576213220469705,Suffield 12U White,0.558743897265717,False,False,False
2026-04-26,Connecticut Valley Youth Lacrosse,Tolland 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5158251918728076,Connecticut Valley Youth Lacrosse,0.503716557763223,Connecticut Valley Youth Lacrosse,0.5048219389798929,True,True,True
2026-04-26,Connecticut Valley Youth Lacrosse,West Hartford 12U Gold,West Hartford 12U Gold,West Hartford 12U Gold,0.5634181250831086,West Hartford 12U Gold,0.6730594449379352,West Hartford 12U Gold,0.6243618386791194,True,True,True
2026-04-26,Minnechaug 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Minnechaug 12U,0.5177443091008077,Minnechaug 12U,0.5873616526626756,Minnechaug 12U,0.5597846871891863,False,False,False
2026-04-26,RHAM 12U,Connecticut Valley Youth Lacrosse,RHAM 12U,Connecticut Valley Youth Lacrosse,0.5144443731892112,RHAM 12U,0.5767518894819841,RHAM 12U,0.54794227205709,False,True,True
2026-04-27,Connecticut Valley Youth Lacrosse,Simsbury 12U A,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5660182157722307,Connecticut Valley Youth Lacrosse,0.5867247414710257,Connecticut Valley Youth Lacrosse,0.5666418370953997,True,True,True
2026-04-27,Southington 12U White,Connecticut Valley Youth Lacrosse,Southington 12U White,Connecticut Valley Youth Lacrosse,0.5555557711947023,Connecticut Valley Youth Lacrosse,0.5560424624014915,Connecticut Valley Youth Lacrosse,0.5449393677277437,False,False,False
2026-04-27,Connecticut Valley Youth Lacrosse,East Longmeadow 12U White,Tie,Connecticut Valley Youth Lacrosse,0.5043580560303093,Connecticut Valley Youth Lacrosse,0.5196813582848642,Connecticut Valley Youth Lacrosse,0.5134586990006432,False,False,False
2026-04-27,Connecticut Valley Youth Lacrosse,West Hartford 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5389562810963484,Connecticut Valley Youth Lacrosse,0.5639651796816044,Connecticut Valley Youth Lacrosse,0.5475953960789265,True,True,True
