game_date,home_team,away_team,actual_winner,elo_predicted_winner,elo_win_probability,power_v2_predicted_winner,power_v2_win_probability,hybrid_predicted_winner,hybrid_win_probability,elo_correct,power_v2_correct,hybrid_correct
2026-05-20,Simsbury 12U Blue,Connecticut Valley Youth Lacrosse,Simsbury 12U Blue,Connecticut Valley Youth Lacrosse,0.6748827018357683,Connecticut Valley Youth Lacrosse,0.6301700983397096,Connecticut Valley Youth Lacrosse,0.6124046017467067,False,False,False
2026-05-20,Connecticut Valley Youth Lacrosse,East Longmeadow 12U A,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5568525639450426,Connecticut Valley Youth Lacrosse,0.5962768588503078,Connecticut Valley Youth Lacrosse,0.571555754855893,True,True,True
2026-05-20,Vernon 12U,Connecticut Valley Youth Lacrosse,Vernon 12U,Connecticut Valley Youth Lacrosse,0.5029037125702073,Connecticut Valley Youth Lacrosse,0.5399827421907105,Connecticut Valley Youth Lacrosse,0.5264610239142725,False,False,False
2026-05-20,Connecticut Valley Youth Lacrosse,Simsbury 12U A,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.588681912595851,Connecticut Valley Youth Lacrosse,0.6674000787035504,Connecticut Valley Youth Lacrosse,0.6241470660837671,True,True,True
2026-05-20,Westfield 12U Red,Connecticut Valley Youth Lacrosse,Westfield 12U Red,Westfield 12U Red,0.6719511926756652,Westfield 12U Red,0.6747562356781345,Westfield 12U Red,0.6418366119595932,True,True,True
2026-05-20,Connecticut Valley Youth Lacrosse,South Hadley 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.6669448942457585,Connecticut Valley Youth Lacrosse,0.7254357399758685,Connecticut Valley Youth Lacrosse,0.6763575513970767,True,True,True
2026-05-20,Connecticut Valley Youth Lacrosse,West Hartford 12U Green,Connecticut Valley Youth Lacrosse,West Hartford 12U Green,0.6277616497701821,West Hartford 12U Green,0.6238650953745345,West Hartford 12U Green,0.6006878246267555,False,False,False
2026-05-20,Simsbury 12U Blue,Glastonbury 12U Blue,Simsbury 12U Blue,Glastonbury 12U Blue,0.5659197769013842,Glastonbury 12U Blue,0.5246251278656449,Glastonbury 12U Blue,0.5260742950593124,False,False,False
2026-05-20,Ellington 12U,Connecticut Valley Youth Lacrosse,Ellington 12U,Connecticut Valley Youth Lacrosse,0.5152561979018156,Connecticut Valley Youth Lacrosse,0.5648284518003295,Connecticut Valley Youth Lacrosse,0.5445780614007025,False,False,False
2026-05-20,Connecticut Valley Youth Lacrosse,Tolland 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.6071522678546901,Connecticut Valley Youth Lacrosse,0.7259169793606132,Connecticut Valley Youth Lacrosse,0.6680278244974764,True,True,True
2026-05-20,South Windsor 12U,Connecticut Valley Youth Lacrosse,South Windsor 12U,South Windsor 12U,0.528212101207858,South Windsor 12U,0.5079053785564159,South Windsor 12U,0.5094306913037956,True,True,True
2026-05-21,Suffield 12U White,Connecticut Valley Youth Lacrosse,Suffield 12U White,Suffield 12U White,0.6293737666009533,Suffield 12U White,0.5809687923387542,Suffield 12U White,0.5727007976858682,True,True,True
2026-05-21,Meriden 12U,Connecticut Valley Youth Lacrosse,Meriden 12U,Connecticut Valley Youth Lacrosse,0.5010466796585449,Connecticut Valley Youth Lacrosse,0.5432920798303515,Connecticut Valley Youth Lacrosse,0.5283391838448235,False,False,False
2026-05-21,Colchester 12U,Connecticut Valley Youth Lacrosse,Colchester 12U,Colchester 12U,0.5667686356377439,Colchester 12U,0.5004627756536573,Colchester 12U,0.5105092741199655,True,True,True
2026-05-21,Connecticut Valley Youth Lacrosse,Tolland 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5797955719170383,Connecticut Valley Youth Lacrosse,0.7432077333007825,Connecticut Valley Youth Lacrosse,0.6769292193112433,True,True,True
2026-05-21,Connecticut Valley Youth Lacrosse,West Springfield 12U,West Springfield 12U,West Springfield 12U,0.7027533539681194,West Springfield 12U,0.6462649951529701,West Springfield 12U,0.6277368627475035,True,True,True
2026-05-21,Connecticut Valley Youth Lacrosse,Farmington 12U Red,Connecticut Valley Youth Lacrosse,Farmington 12U Red,0.6247245053414984,Farmington 12U Red,0.5429391496960767,Farmington 12U Red,0.5472054618881801,False,False,False
2026-05-21,Connecticut Valley Youth Lacrosse,Westfield 12U Black,Connecticut Valley Youth Lacrosse,Westfield 12U Black,0.555757067664161,Westfield 12U Black,0.5023055499332967,Westfield 12U Black,0.5100079221377283,False,False,False
2026-05-21,West Hartford 12U Gold,Connecticut Valley Youth Lacrosse,West Hartford 12U Gold,West Hartford 12U Gold,0.7266669770612556,West Hartford 12U Gold,0.7158716816074702,West Hartford 12U Gold,0.6790204639409194,True,True,True
2026-05-21,Connecticut Valley Youth Lacrosse,Longmeadow 12U Black,Connecticut Valley Youth Lacrosse,Longmeadow 12U Black,0.5872770990540992,Longmeadow 12U Black,0.5271082736379255,Longmeadow 12U Black,0.5310014976517279,False,False,False
2026-05-21,Northampton 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5851263044373072,Connecticut Valley Youth Lacrosse,0.5902207549598714,Connecticut Valley Youth Lacrosse,0.5718584250908181,True,True,True
2026-05-22,Connecticut Valley Youth Lacrosse,Wethersfield 12U B,Wethersfield 12U B,Connecticut Valley Youth Lacrosse,0.5119852482934355,Connecticut Valley Youth Lacrosse,0.5193593243879693,Connecticut Valley Youth Lacrosse,0.5144080082799116,False,False,False
2026-05-22,Simsbury 12U A,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.643481548386052,Connecticut Valley Youth Lacrosse,0.6839728573962329,Connecticut Valley Youth Lacrosse,0.6437361926348035,True,True,True
2026-05-22,Connecticut Valley Youth Lacrosse,East Longmeadow 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5582255102583439,Connecticut Valley Youth Lacrosse,0.5679997111283417,Connecticut Valley Youth Lacrosse,0.5531644463091556,True,True,True
2026-05-22,Connecticut Valley Youth Lacrosse,Burlington 12U,Connecticut Valley Youth Lacrosse,Burlington 12U,0.5159720819954656,Burlington 12U,0.5615088911491465,Burlington 12U,0.5425100702265022,False,False,False
2026-05-22,Suffield 12U,Connecticut Valley Youth Lacrosse,Suffield 12U,Suffield 12U,0.5907252672112339,Suffield 12U,0.6699589777962242,Suffield 12U,0.6262071376805552,True,True,True
2026-05-22,Connecticut Valley Youth Lacrosse,Westfield 12U Red,Westfield 12U Red,Westfield 12U Red,0.6406008391710181,Westfield 12U Red,0.6938930123853724,Westfield 12U Red,0.650173669850469,True,True,True
2026-05-22,Connecticut Valley Youth Lacrosse,Wethersfield 12U A,Wethersfield 12U A,Wethersfield 12U A,0.517351284591736,Wethersfield 12U A,0.5311663840452793,Wethersfield 12U A,0.5229069090978852,True,True,True
2026-05-22,Somers 12U Red,Connecticut Valley Youth Lacrosse,Somers 12U Red,Connecticut Valley Youth Lacrosse,0.5063706973010782,Connecticut Valley Youth Lacrosse,0.5160878634077435,Connecticut Valley Youth Lacrosse,0.5114271499124914,False,False,False
2026-05-22,Southington 12U Blue,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Southington 12U Blue,0.5672191177505966,Southington 12U Blue,0.5339989689179209,Southington 12U Blue,0.5323679002708662,False,False,False
2026-05-22,Farmington 12U Red,Connecticut Valley Youth Lacrosse,Tie,Farmington 12U Red,0.5258436867484403,Farmington 12U Red,0.5127517758923975,Farmington 12U Red,0.5122198418519469,False,False,False
2026-05-22,Southington 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5082978658394501,Connecticut Valley Youth Lacrosse,0.5428196338611422,Connecticut Valley Youth Lacrosse,0.529129498970281,True,True,True
2026-05-22,Connecticut Valley Youth Lacrosse,West Hartford 12U White,Tie,Connecticut Valley Youth Lacrosse,0.6444183303278221,Connecticut Valley Youth Lacrosse,0.6308548193719158,Connecticut Valley Youth Lacrosse,0.6079505858130475,False,False,False
2026-05-23,Connecticut Valley Youth Lacrosse,RHAM 12U,RHAM 12U,RHAM 12U,0.6665276706991858,RHAM 12U,0.6993455937526314,RHAM 12U,0.6579078564384147,True,True,True
2026-05-23,Connecticut Valley Youth Lacrosse,Vernon 12U,Vernon 12U,Vernon 12U,0.5129569612197233,Vernon 12U,0.5053535439784662,Vernon 12U,0.5054496596625109,True,True,True
2026-05-23,Connecticut Valley Youth Lacrosse,Berlin 12U A,Berlin 12U A,Berlin 12U A,0.5202586492384009,Berlin 12U A,0.5051272371498281,Berlin 12U A,0.5064135327896511,True,True,True
2026-05-23,Meriden 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Meriden 12U,0.5192883077042844,Connecticut Valley Youth Lacrosse,0.5173445568107962,Connecticut Valley Youth Lacrosse,0.5083443748798006,False,True,True
2026-05-23,Connecticut Valley Youth Lacrosse,West Hartford 12U Gold,West Hartford 12U Gold,West Hartford 12U Gold,0.7295600927971251,West Hartford 12U Gold,0.7313003655907344,West Hartford 12U Gold,0.6903265044467657,True,True,True
2026-05-23,Newington 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5540400425416386,Connecticut Valley Youth Lacrosse,0.6022530827039583,Connecticut Valley Youth Lacrosse,0.5750892377512856,True,True,True
2026-05-23,Glastonbury 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Glastonbury 12U White,0.5633146068730315,Glastonbury 12U White,0.5975194669028812,Glastonbury 12U White,0.5733530730725783,False,False,False
2026-05-23,Colchester 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Colchester 12U,0.5108518861071969,Colchester 12U,0.5371688990589355,Colchester 12U,0.5258311967398261,False,False,False
2026-05-24,East Longmeadow 12U A,Connecticut Valley Youth Lacrosse,East Longmeadow 12U A,Connecticut Valley Youth Lacrosse,0.645816427678771,Connecticut Valley Youth Lacrosse,0.6054793672868141,Connecticut Valley Youth Lacrosse,0.5913949716945501,False,False,False
2026-05-24,Connecticut Valley Youth Lacrosse,Northampton 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.6029596198819556,Connecticut Valley Youth Lacrosse,0.6098606524270391,Connecticut Valley Youth Lacrosse,0.5875583884915752,True,True,True
2026-05-26,Connecticut Valley Youth Lacrosse,West Springfield 12U,West Springfield 12U,West Springfield 12U,0.6481336685257856,West Springfield 12U,0.6589544918210335,West Springfield 12U,0.6273734961661783,True,True,True
2026-05-26,Suffield 12U,Connecticut Valley Youth Lacrosse,Suffield 12U,Suffield 12U,0.6755608744129099,Suffield 12U,0.6897335484368352,Suffield 12U,0.6526604065947021,True,True,True
2026-05-26,Suffield 12U White,Connecticut Valley Youth Lacrosse,Suffield 12U White,Suffield 12U White,0.6384151990059026,Suffield 12U White,0.5842192110006904,Suffield 12U White,0.5762723180581405,True,True,True
2026-05-26,Connecticut Valley Youth Lacrosse,Somers 12U Red,Connecticut Valley Youth Lacrosse,Somers 12U Red,0.541150158402761,Somers 12U Red,0.5081534272811221,Somers 12U Red,0.5115672636087166,False,False,False
2026-05-26,Wethersfield 12U A,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Wethersfield 12U A,0.5640999335340097,Wethersfield 12U A,0.5454901637034552,Wethersfield 12U A,0.5393662502058195,False,False,False
2026-05-26,Connecticut Valley Youth Lacrosse,South Windsor 12U,Connecticut Valley Youth Lacrosse,South Windsor 12U,0.5361668572550549,South Windsor 12U,0.5222855393908634,South Windsor 12U,0.5199916322100958,False,False,False
2026-05-26,Connecticut Valley Youth Lacrosse,Agawam 12U,Agawam 12U,Connecticut Valley Youth Lacrosse,0.6127777785239102,Connecticut Valley Youth Lacrosse,0.6007132894437618,Connecticut Valley Youth Lacrosse,0.5830373692170683,False,False,False
2026-05-26,Connecticut Valley Youth Lacrosse,RHAM 12U,RHAM 12U,RHAM 12U,0.6931150366508945,RHAM 12U,0.7094929744581623,RHAM 12U,0.669127216824486,True,True,True
2026-05-26,Connecticut Valley Youth Lacrosse,Belchertown 12U,Belchertown 12U,Belchertown 12U,0.5375673902245149,Connecticut Valley Youth Lacrosse,0.5174134882893842,Connecticut Valley Youth Lacrosse,0.5056019719694606,True,False,False
2026-05-26,Northampton 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.6211636560578633,Connecticut Valley Youth Lacrosse,0.6335675945705322,Connecticut Valley Youth Lacrosse,0.6061299202775723,True,True,True
2026-05-26,South Hadley 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.7269535867022381,Connecticut Valley Youth Lacrosse,0.7377474414666961,Connecticut Valley Youth Lacrosse,0.6944772955992023,True,True,True
2026-05-27,Minnechaug 12U White,Connecticut Valley Youth Lacrosse,Minnechaug 12U White,Minnechaug 12U White,0.5949537334188227,Minnechaug 12U White,0.5923870978891312,Minnechaug 12U White,0.574794504476334,True,True,True
2026-05-27,Colchester 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Colchester 12U,0.5268953686998834,Colchester 12U,0.5229312467747987,Colchester 12U,0.5189987510115678,False,False,False
2026-05-27,Connecticut Valley Youth Lacrosse,West Springfield 12U,Connecticut Valley Youth Lacrosse,West Springfield 12U,0.6578840115524869,West Springfield 12U,0.660210962212465,West Springfield 12U,0.62974989122198,False,False,False
2026-05-27,Westfield 12U Red,Connecticut Valley Youth Lacrosse,Westfield 12U Red,Westfield 12U Red,0.661595947933663,Westfield 12U Red,0.7103943566894899,Westfield 12U Red,0.6648871785295826,True,True,True
2026-05-27,Connecticut Valley Youth Lacrosse,Somers 12U White,Connecticut Valley Youth Lacrosse,Somers 12U White,0.5896546870464552,Somers 12U White,0.5944488804844763,Somers 12U White,0.5753367362479935,False,False,False
2026-05-27,Suffield 12U White,Connecticut Valley Youth Lacrosse,Suffield 12U White,Suffield 12U White,0.5833741000798055,Suffield 12U White,0.5817256247225993,Suffield 12U White,0.5660075162545982,True,True,True
2026-05-27,Connecticut Valley Youth Lacrosse,Farmington 12U Black,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.6151040214259006,Connecticut Valley Youth Lacrosse,0.64375837658361,Connecticut Valley Youth Lacrosse,0.6120354122830866,True,True,True
2026-05-27,Berlin 12U A,Connecticut Valley Youth Lacrosse,Berlin 12U A,Connecticut Valley Youth Lacrosse,0.526676306231514,Berlin 12U A,0.5123480164367756,Berlin 12U A,0.5039690252249025,False,True,True
2026-05-27,Connecticut Valley Youth Lacrosse,West Hartford 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.648895770169627,Connecticut Valley Youth Lacrosse,0.621627575022179,Connecticut Valley Youth Lacrosse,0.6025398285086109,True,True,True
2026-05-27,Connecticut Valley Youth Lacrosse,South Windsor 12U,South Windsor 12U,Connecticut Valley Youth Lacrosse,0.5522714863150522,Connecticut Valley Youth Lacrosse,0.5170929129566726,Connecticut Valley Youth Lacrosse,0.5190800185589515,False,False,False
2026-05-27,Minnechaug 12U,Somers 12U White,Minnechaug 12U,Minnechaug 12U,0.575713028561129,Minnechaug 12U,0.5826016502020216,Minnechaug 12U,0.5654084927709523,True,True,True
2026-05-27,Connecticut Valley Youth Lacrosse,Somers 12U Red,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5245270001330917,Somers 12U Red,0.501289595554606,Connecticut Valley Youth Lacrosse,0.5028929027262182,True,False,True
2026-05-27,Vernon 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5139741944165785,Vernon 12U,0.5132426768748121,Vernon 12U,0.5064847161397622,True,False,False
2026-05-27,Wolcott 12U,Connecticut Valley Youth Lacrosse,Wolcott 12U,Wolcott 12U,0.5619621634972654,Wolcott 12U,0.6108114984368915,Wolcott 12U,0.5819635999801681,True,True,True
2026-05-27,Connecticut Valley Youth Lacrosse,Longmeadow 12U Black,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5271287288318435,Connecticut Valley Youth Lacrosse,0.514923802951793,Connecticut Valley Youth Lacrosse,0.5138275310746129,True,True,True
2026-05-27,Connecticut Valley Youth Lacrosse,West Hartford 12U Green,West Hartford 12U Green,West Hartford 12U Green,0.5174250885056357,West Hartford 12U Green,0.6002338238721379,West Hartford 12U Green,0.5682671417949956,True,True,True
2026-05-27,Connecticut Valley Youth Lacrosse,Bristol 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.6383738151237179,Connecticut Valley Youth Lacrosse,0.5899081474542945,Connecticut Valley Youth Lacrosse,0.5799860212609409,True,True,True
2026-05-28,Connecticut Valley Youth Lacrosse,Bristol 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.6572389400573071,Connecticut Valley Youth Lacrosse,0.5884328011254192,Connecticut Valley Youth Lacrosse,0.5820817126928035,True,True,True
2026-05-28,Longmeadow 12U Black,Connecticut Valley Youth Lacrosse,Longmeadow 12U Black,Connecticut Valley Youth Lacrosse,0.6179147817241342,Connecticut Valley Youth Lacrosse,0.5506182736095822,Connecticut Valley Youth Lacrosse,0.5511031396878455,False,False,False
2026-05-28,Connecticut Valley Youth Lacrosse,Agawam 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5934406794848341,Connecticut Valley Youth Lacrosse,0.5659596062836155,Connecticut Valley Youth Lacrosse,0.5572451420696111,True,True,True
2026-05-28,West Hartford 12U Gold,Connecticut Valley Youth Lacrosse,West Hartford 12U Gold,West Hartford 12U Gold,0.657630049426515,West Hartford 12U Gold,0.7196843724091557,West Hartford 12U Gold,0.6708656463335186,True,True,True
2026-05-29,Suffield 12U,Connecticut Valley Youth Lacrosse,Suffield 12U,Suffield 12U,0.6529091639780317,Suffield 12U,0.7048421651685257,Suffield 12U,0.6596746617951664,True,True,True
2026-05-29,Connecticut Valley Youth Lacrosse,Meriden 12U,Meriden 12U,Connecticut Valley Youth Lacrosse,0.5559396880952135,Connecticut Valley Youth Lacrosse,0.525550768529224,Connecticut Valley Youth Lacrosse,0.5251400116968858,False,False,False
2026-05-29,Glastonbury 12U Blue,Simsbury 12U Blue,Glastonbury 12U Blue,Glastonbury 12U Blue,0.5339350781547999,Glastonbury 12U Blue,0.5191614491156321,Glastonbury 12U Blue,0.5176199236142557,True,True,True
2026-05-29,Middletown 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.6135488555092699,Connecticut Valley Youth Lacrosse,0.6227492412858112,Connecticut Valley Youth Lacrosse,0.5977421279183224,True,True,True
2026-05-29,Connecticut Valley Youth Lacrosse,Simsbury 12U Blue,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.7012460766408165,Connecticut Valley Youth Lacrosse,0.6304041889267272,Connecticut Valley Youth Lacrosse,0.6169832501517176,True,True,True
2026-05-29,Connecticut Valley Youth Lacrosse,Simsbury 12U A,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.7130186882622287,Connecticut Valley Youth Lacrosse,0.7038114001451449,Connecticut Valley Youth Lacrosse,0.6683918627398664,True,True,True
2026-05-30,Connecticut Valley Youth Lacrosse,Wolcott 12U,Wolcott 12U,Wolcott 12U,0.5880065711894502,Wolcott 12U,0.6303284940837967,Wolcott 12U,0.5989109055745441,True,True,True
2026-05-30,Southington 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.577897682758207,Connecticut Valley Youth Lacrosse,0.5825021328157236,Connecticut Valley Youth Lacrosse,0.5656773921425822,True,True,True
2026-05-30,Connecticut Valley Youth Lacrosse,Avon 12U,Connecticut Valley Youth Lacrosse,Avon 12U,0.5023805144410691,Avon 12U,0.5737202286358905,Avon 12U,0.5484790454569365,False,False,False
2026-05-30,Granby 12U,Connecticut Valley Youth Lacrosse,Granby 12U,Connecticut Valley Youth Lacrosse,0.6522859597706834,Connecticut Valley Youth Lacrosse,0.6027046538432322,Connecticut Valley Youth Lacrosse,0.590615716739809,False,False,False
2026-05-31,Bristol 12U,Connecticut Valley Youth Lacrosse,Bristol 12U,Connecticut Valley Youth Lacrosse,0.6752990386769537,Connecticut Valley Youth Lacrosse,0.611169432390734,Connecticut Valley Youth Lacrosse,0.5999493911251155,False,False,False
2026-05-31,Connecticut Valley Youth Lacrosse,West Hartford 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.6643071376384339,Connecticut Valley Youth Lacrosse,0.6436648481845385,Connecticut Valley Youth Lacrosse,0.6196584022964406,True,True,True
2026-06-01,Connecticut Valley Youth Lacrosse,Simsbury,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5348355999382199,Connecticut Valley Youth Lacrosse,0.5021793542579985,Connecticut Valley Youth Lacrosse,0.5067198953589013,True,True,True
2026-06-01,Connecticut Valley Youth Lacrosse,Glastonbury 12U Blue,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.6578341910154034,Connecticut Valley Youth Lacrosse,0.570358248643793,Connecticut Valley Youth Lacrosse,0.5704068684008115,True,True,True
2026-06-01,East Longmeadow 12U White,Connecticut Valley Youth Lacrosse,East Longmeadow 12U White,Connecticut Valley Youth Lacrosse,0.6478144656664548,Connecticut Valley Youth Lacrosse,0.585430675507348,Connecticut Valley Youth Lacrosse,0.5785826204231075,False,False,False
2026-06-02,Connecticut Valley Youth Lacrosse,West Hartford 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.6861661993192535,Connecticut Valley Youth Lacrosse,0.6467292530730782,Connecticut Valley Youth Lacrosse,0.6252648488569711,True,True,True
2026-06-02,Connecticut Valley Youth Lacrosse,Granby 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.6199088439962835,Connecticut Valley Youth Lacrosse,0.5912424986543453,Connecticut Valley Youth Lacrosse,0.5779276004249713,True,True,True
2026-06-02,Southington 12U White,Connecticut Valley Youth Lacrosse,Southington 12U White,Connecticut Valley Youth Lacrosse,0.6431008686122774,Connecticut Valley Youth Lacrosse,0.6151200214844557,Connecticut Valley Youth Lacrosse,0.5973132151782232,False,False,False
2026-06-02,Bristol 12U,Connecticut Valley Youth Lacrosse,Bristol 12U,Connecticut Valley Youth Lacrosse,0.6345001681088296,Connecticut Valley Youth Lacrosse,0.5966192919486553,Connecticut Valley Youth Lacrosse,0.5837652577046728,False,False,False
2026-06-03,Meriden 12U,Connecticut Valley Youth Lacrosse,Meriden 12U,Connecticut Valley Youth Lacrosse,0.5099885199462539,Connecticut Valley Youth Lacrosse,0.5061300454103088,Connecticut Valley Youth Lacrosse,0.5055029946658498,False,False,False
2026-06-03,Connecticut Valley Youth Lacrosse,Simsbury 14U Blue,Connecticut Valley Youth Lacrosse,Simsbury 14U Blue,0.5272194264488388,Connecticut Valley Youth Lacrosse,0.5016488188856443,Simsbury 14U Blue,0.503069756119104,False,True,False
2026-06-03,Connecticut Valley Youth Lacrosse,Wethersfield 12U B,Wethersfield 12U B,Wethersfield 12U B,0.5322036612499776,Wethersfield 12U B,0.5185880972955572,Wethersfield 12U B,0.5169831392723666,True,True,True
2026-06-03,Connecticut Valley Youth Lacrosse,Southington 12U Blue,Southington 12U Blue,Southington 12U Blue,0.523781446684553,Southington 12U Blue,0.5177208708849561,Southington 12U Blue,0.5151363486797704,True,True,True
2026-06-03,Ellington 12U,Connecticut Valley Youth Lacrosse,Ellington 12U,Ellington 12U,0.5604435191592407,Connecticut Valley Youth Lacrosse,0.525119587040701,Connecticut Valley Youth Lacrosse,0.5071082585754123,True,False,False
2026-06-03,Connecticut Valley Youth Lacrosse,West Hartford Green,Connecticut Valley Youth Lacrosse,West Hartford Green,0.5657271715195187,Connecticut Valley Youth Lacrosse,0.5009574324662066,West Hartford Green,0.5094254347583298,False,True,False
2026-06-03,Connecticut Valley Youth Lacrosse,Vernon 12U,Connecticut Valley Youth Lacrosse,Vernon 12U,0.5515262615280162,Vernon 12U,0.5075446878260212,Vernon 12U,0.5127617003066366,False,False,False
2026-06-03,South Windsor 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,South Windsor 12U,0.5545883278657961,South Windsor 12U,0.5168453218877195,South Windsor 12U,0.5192748472990231,False,False,False
2026-06-03,Connecticut Valley Youth Lacrosse,Northampton 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.6721252373674668,Connecticut Valley Youth Lacrosse,0.6353145981387704,Connecticut Valley Youth Lacrosse,0.6153636801832835,True,True,True
2026-06-03,Connecticut Valley Youth Lacrosse,Middletown 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.670350092995731,Connecticut Valley Youth Lacrosse,0.6374967960573558,Connecticut Valley Youth Lacrosse,0.6165245193832164,True,True,True
2026-06-03,South Hadley 12U,Connecticut Valley Youth Lacrosse,South Hadley 12U,Connecticut Valley Youth Lacrosse,0.793235349827621,Connecticut Valley Youth Lacrosse,0.752203648684972,Connecticut Valley Youth Lacrosse,0.7162902844438878,False,False,False
2026-06-03,Avon 12U B,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Avon 12U B,0.5679250551693849,Avon 12U B,0.5718028311189134,Avon 12U B,0.5571350955181579,False,False,False
2026-06-04,Connecticut Valley Youth Lacrosse,Tolland,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5232027693087099,Connecticut Valley Youth Lacrosse,0.5035208178281007,Connecticut Valley Youth Lacrosse,0.5058177339533403,True,True,True
2026-06-04,Connecticut Valley Youth Lacrosse,Berlin 12U A,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5227909930821718,Berlin 12U A,0.5129658790026341,Berlin 12U A,0.5049628450777705,True,False,False
2026-06-04,Wolcott 12U,Connecticut Valley Youth Lacrosse,Wolcott 12U,Wolcott 12U,0.5909728090590928,Wolcott 12U,0.6460857586014488,Wolcott 12U,0.6099627911040311,True,True,True
2026-06-06,Connecticut Valley Youth Lacrosse,Wolcott 12U,Connecticut Valley Youth Lacrosse,Wolcott 12U,0.6308075913499734,Wolcott 12U,0.6536846206847423,Wolcott 12U,0.6211316551732118,False,False,False
2026-06-06,Ellington 12U,Connecticut Valley Youth Lacrosse,Ellington 12U,Connecticut Valley Youth Lacrosse,0.5575754620841091,Connecticut Valley Youth Lacrosse,0.5164030963105335,Connecticut Valley Youth Lacrosse,0.5194466646625198,False,False,False
