total_games,elo_accuracy,power_v2_accuracy,hybrid_accuracy,elo_brier_score,power_v2_brier_score,hybrid_brier_score
135,0.674074074074074,0.6962962962962963,0.6962962962962963,0.21856351856027542,0.20804114904984847,0.21549133104651322
